c_id,Target,Age,Gender,Occupation,No_OF_CR_TXNS,AGE_BKT
755,0,47,F,PROF,1,46-50
756,0,41,F,SENP,18,41-45
757,0,31,M,SELF-EMP,14,31-35
758,0,33,F,SELF-EMP,16,31-35
759,0,47,M,SAL,15,46-50
760,0,27,M,SENP,14,26-30
761,0,30,M,PROF,5,26-30
762,0,48,M,SAL,32,46-50
763,0,38,M,SENP,6,36-40
764,1,53,F,PROF,18,>50
765,0,41,O,SAL,32,41-45
766,0,42,F,SAL,9,41-45
767,0,50,M,SAL,39,46-50
768,0,51,F,SELF-EMP,6,>50
769,0,53,M,SENP,6,>50
770,0,35,M,SELF-EMP,15,31-35
771,0,44,M,PROF,7,41-45
772,0,40,M,SENP,18,36-40
773,0,34,F,SENP,18,31-35
774,0,45,M,SAL,23,41-45
775,0,26,M,SELF-EMP,18,26-30
776,0,21,F,SAL,8,<25
777,0,44,F,PROF,1,41-45
778,0,53,M,PROF,11,>50
779,0,52,M,SAL,10,>50
780,0,29,M,SAL,37,26-30
781,0,45,F,SENP,7,41-45
782,0,47,O,SAL,15,46-50
783,0,55,M,SAL,43,>50
784,0,55,M,SAL,28,>50
785,0,36,F,SENP,16,36-40
786,0,27,F,PROF,8,26-30
787,0,31,M,PROF,34,31-35
788,0,32,M,PROF,20,31-35
789,0,46,F,SENP,20,46-50
790,0,35,M,SELF-EMP,0,31-35
791,0,29,M,SAL,11,26-30
792,0,53,F,SAL,36,>50
793,0,26,M,SAL,16,26-30
794,0,39,M,PROF,8,36-40
795,0,24,M,PROF,5,<25
796,0,26,M,SAL,35,26-30
797,1,46,F,SAL,3,46-50
798,0,53,F,SENP,16,>50
799,0,25,M,SENP,3,<25
800,0,47,M,PROF,0,46-50
801,0,28,M,PROF,6,26-30
802,0,31,F,PROF,7,31-35
803,0,35,M,SENP,47,31-35
804,0,53,M,SAL,40,>50
805,0,33,M,SENP,14,31-35
806,0,24,M,SELF-EMP,7,<25
807,0,25,F,SELF-EMP,19,<25
808,0,33,F,SENP,19,31-35
809,0,33,M,SAL,14,31-35
810,0,48,M,PROF,6,46-50
811,0,31,M,SAL,43,31-35
812,0,55,F,PROF,13,>50
813,0,35,F,SENP,14,31-35
814,0,23,M,PROF,9,<25
815,0,44,M,SELF-EMP,8,41-45
816,0,42,M,PROF,50,41-45
817,0,30,M,SENP,9,26-30
818,0,31,M,SAL,22,31-35
819,0,35,M,PROF,31,31-35
820,0,51,M,SAL,43,>50
821,0,29,M,PROF,38,26-30
822,0,44,M,SAL,16,41-45
823,0,35,M,SAL,9,31-35
824,0,31,M,SELF-EMP,35,31-35
825,0,28,M,SAL,4,26-30
826,0,53,M,SELF-EMP,21,>50
827,1,45,M,SELF-EMP,26,41-45
828,0,33,F,PROF,7,31-35
829,0,40,F,SENP,19,36-40
830,0,51,M,SAL,32,>50
831,0,47,F,SAL,31,46-50
832,0,47,M,PROF,20,46-50
833,0,39,M,SAL,23,36-40
834,0,53,M,SAL,28,>50
835,0,21,F,PROF,10,<25
836,0,27,F,SENP,7,26-30
837,0,40,M,SAL,3,36-40
838,0,24,F,SELF-EMP,17,<25
839,0,32,M,SAL,19,31-35
840,0,49,M,PROF,23,46-50
841,0,25,M,PROF,11,<25
842,0,48,M,SENP,19,46-50
843,0,53,M,SAL,18,>50
844,0,30,M,SENP,15,26-30
845,0,26,F,SELF-EMP,4,26-30
846,0,40,M,SAL,20,36-40
847,0,35,F,SENP,11,31-35
848,0,24,M,SENP,4,<25
849,0,32,M,SELF-EMP,26,31-35
850,0,51,M,SELF-EMP,18,>50
851,0,53,M,SENP,11,>50
852,0,54,M,SAL,43,>50
853,0,37,M,SENP,10,36-40
854,0,28,M,SAL,4,26-30
855,0,26,M,SENP,20,26-30
856,1,36,M,SAL,24,36-40
857,0,28,M,SENP,20,26-30
858,0,33,M,SAL,1,31-35
859,0,44,F,PROF,14,41-45
860,0,34,M,SAL,35,31-35
861,0,29,M,SELF-EMP,0,26-30
862,0,32,M,PROF,31,31-35
863,0,30,M,PROF,16,26-30
864,0,43,M,SAL,12,41-45
865,1,31,M,SELF-EMP,16,31-35
866,0,46,M,PROF,7,46-50
867,0,46,M,SELF-EMP,10,46-50
868,0,44,M,PROF,37,41-45
869,0,32,M,SELF-EMP,11,31-35
870,0,29,M,SELF-EMP,2,26-30
871,0,54,M,SELF-EMP,19,>50
872,0,52,F,SENP,19,>50
873,0,51,M,SAL,9,>50
874,0,28,M,PROF,10,26-30
875,0,34,M,SELF-EMP,43,31-35
876,0,51,F,PROF,12,>50
877,0,49,M,SELF-EMP,25,46-50
878,0,31,F,PROF,11,31-35
879,0,24,F,SENP,5,<25
880,0,48,M,SENP,12,46-50
881,0,36,M,PROF,10,36-40
882,0,44,F,SELF-EMP,7,41-45
883,0,39,M,SAL,25,36-40
884,0,51,M,SAL,39,>50
885,0,33,M,SAL,1,31-35
886,0,23,M,PROF,48,<25
887,0,55,F,SELF-EMP,1,>50
888,0,45,F,SAL,19,41-45
889,1,40,M,PROF,40,36-40
890,0,41,M,SENP,12,41-45
891,0,34,F,PROF,0,31-35
892,0,47,M,SAL,11,46-50
893,0,44,F,SELF-EMP,15,41-45
894,0,22,M,SAL,27,<25
895,0,26,M,PROF,12,26-30
896,0,44,M,SELF-EMP,9,41-45
897,0,24,M,SELF-EMP,15,<25
898,0,34,F,PROF,7,31-35
899,0,45,M,SELF-EMP,6,41-45
900,0,45,M,SAL,4,41-45
901,0,50,M,SENP,5,46-50
902,0,55,M,PROF,1,>50
903,0,36,F,SENP,7,36-40
904,0,51,M,PROF,6,>50
905,0,44,M,SAL,10,41-45
906,0,30,M,PROF,11,26-30
907,1,35,M,SELF-EMP,35,31-35
908,0,24,M,SENP,10,<25
909,0,55,M,SAL,23,>50
910,0,38,M,SAL,43,36-40
911,0,31,M,SAL,37,31-35
912,0,47,M,SAL,20,46-50
913,0,27,M,SAL,3,26-30
914,0,24,F,SELF-EMP,10,<25
915,0,34,F,SENP,12,31-35
916,0,53,M,SAL,43,>50
917,0,43,M,SAL,39,41-45
918,0,28,M,PROF,44,26-30
919,0,41,M,SENP,2,41-45
920,0,21,F,SELF-EMP,12,<25
921,0,33,M,SENP,0,31-35
922,1,46,M,SAL,11,46-50
923,0,43,M,SAL,5,41-45
924,0,35,F,SENP,11,31-35
925,0,47,F,PROF,16,46-50
926,0,26,F,SENP,19,26-30
927,0,37,M,PROF,19,36-40
928,0,46,M,PROF,14,46-50
929,0,27,F,SENP,5,26-30
930,0,35,F,SENP,3,31-35
931,0,24,M,SELF-EMP,7,<25
932,0,45,F,PROF,1,41-45
933,0,24,F,SAL,7,<25
934,0,36,M,SELF-EMP,35,36-40
935,0,53,F,SENP,9,>50
936,0,30,F,SENP,14,26-30
937,0,32,F,SAL,37,31-35
938,0,53,M,PROF,19,>50
939,0,53,M,SAL,40,>50
940,0,48,M,SAL,17,46-50
941,0,53,M,PROF,11,>50
942,0,53,M,SAL,40,>50
943,0,29,F,SENP,13,26-30
944,1,41,M,PROF,15,41-45
945,0,50,M,SAL,12,46-50
946,0,28,F,SELF-EMP,10,26-30
947,0,29,M,SAL,35,26-30
948,1,41,M,SELF-EMP,10,41-45
949,0,41,O,SAL,32,41-45
950,0,50,M,PROF,12,46-50
951,0,54,M,SAL,5,>50
952,0,50,M,SENP,7,46-50
953,0,30,M,SAL,2,26-30
954,0,35,M,SELF-EMP,13,31-35
955,0,31,M,SELF-EMP,12,31-35
956,0,40,M,SAL,50,36-40
957,0,32,M,SAL,33,31-35
958,0,50,M,PROF,50,46-50
959,1,24,M,SELF-EMP,44,<25
960,0,34,M,PROF,15,31-35
961,0,39,F,SELF-EMP,13,36-40
962,0,28,M,SELF-EMP,48,26-30
963,0,55,M,SAL,34,>50
964,0,53,M,SAL,41,>50
965,0,47,F,SENP,16,46-50
966,0,31,M,SAL,18,31-35
967,0,30,M,SENP,15,26-30
968,0,35,M,SENP,12,31-35
969,0,27,M,PROF,18,26-30
970,1,44,M,SELF-EMP,17,41-45
971,0,42,M,SAL,34,41-45
972,0,25,F,SENP,0,<25
973,0,29,M,SELF-EMP,25,26-30
974,0,52,F,SAL,8,>50
975,0,25,F,SENP,8,<25
976,0,36,F,SENP,15,36-40
977,0,44,F,SENP,20,41-45
978,0,50,M,SELF-EMP,26,46-50
979,0,43,O,PROF,7,41-45
980,0,54,M,SAL,42,>50
981,1,26,M,PROF,49,26-30
982,0,24,M,PROF,7,<25
983,0,39,M,PROF,11,36-40
984,0,31,M,SENP,19,31-35
985,0,29,M,SAL,43,26-30
986,0,34,M,SAL,31,31-35
987,0,48,F,SELF-EMP,30,46-50
988,1,53,M,PROF,36,>50
989,0,38,M,PROF,48,36-40
990,0,54,M,SAL,12,>50
991,0,26,M,SAL,32,26-30
992,0,37,F,SENP,5,36-40
993,0,46,M,SAL,47,46-50
994,0,31,M,SENP,18,31-35
995,0,29,M,PROF,18,26-30
996,0,45,F,PROF,28,41-45
997,0,45,M,PROF,31,41-45
998,0,44,M,PROF,18,41-45
999,0,55,F,SELF-EMP,17,>50
1000,0,49,M,SENP,12,46-50
1001,0,40,M,SENP,16,36-40
1002,1,46,M,SELF-EMP,21,46-50
1003,0,42,F,PROF,1,41-45
1004,0,43,M,SAL,24,41-45
1005,0,27,M,SENP,6,26-30
1006,0,41,M,SAL,16,41-45
1007,0,35,M,SAL,20,31-35
1008,0,38,M,SAL,4,36-40
1009,0,31,F,SENP,15,31-35
1010,0,24,M,SENP,6,<25
1011,0,32,M,SELF-EMP,17,31-35
1012,0,37,M,SELF-EMP,19,36-40
1013,0,27,M,SAL,15,26-30
1014,0,26,F,PROF,16,26-30
1015,0,48,F,SELF-EMP,4,46-50
1016,0,52,M,SELF-EMP,18,>50
1017,0,30,M,PROF,13,26-30
1018,0,30,M,SENP,14,26-30
1019,0,43,F,SENP,5,41-45
1020,0,29,M,PROF,5,26-30
1021,0,55,F,SENP,5,>50
1022,0,46,F,SENP,4,46-50
1023,0,24,F,SELF-EMP,10,<25
1024,0,53,F,SENP,8,>50
1025,1,33,M,PROF,1,31-35
1026,0,43,M,PROF,23,41-45
1027,0,53,F,PROF,18,>50
1028,0,46,M,PROF,3,46-50
1029,0,29,M,SAL,36,26-30
1030,0,35,M,PROF,0,31-35
1031,0,52,M,PROF,8,>50
1032,0,29,M,SENP,3,26-30
1033,0,41,M,SELF-EMP,12,41-45
1034,0,50,M,PROF,4,46-50
1035,0,34,F,SENP,14,31-35
1036,0,42,M,PROF,15,41-45
1037,0,28,M,PROF,10,26-30
1038,0,43,M,PROF,37,41-45
1039,0,29,M,SELF-EMP,3,26-30
1040,0,37,F,SAL,34,36-40
1041,0,42,M,SAL,2,41-45
1042,0,40,M,SELF-EMP,19,36-40
1043,0,42,M,SELF-EMP,1,41-45
1044,0,25,M,SENP,3,<25
1045,0,35,M,PROF,10,31-35
1046,0,29,M,SAL,9,26-30
1047,0,53,M,PROF,33,>50
1048,0,40,M,SELF-EMP,2,36-40
1049,1,37,F,SELF-EMP,38,36-40
1050,0,47,F,SENP,8,46-50
